,restaurant,restaurant_id,rating,text,time_created
73,Eggslut,b4SH4SbQUJfXxh6hNkF0wg,5,"LOVE LOVE LOVE

You have to try the ""Slut"". One of the most delicious, different, well textured things I have ever had the pleasure of eating. I have had or...",2019-04-04 16:19:42
74,Eggslut,b4SH4SbQUJfXxh6hNkF0wg,5,"Been wanting to try this place for the longest time but never got a chance to ... until now.

We parked in the $10 lot.

First time here and I love the...",2019-04-04 11:24:48
75,Daikokuya Little Tokyo,iSZpZgVnASwEmlq0DORY2A,5,Daikoku ramen is definitely the closest thing i've tasted from the Ramens i had in Japan. You can taste the authenticity on its flavorful broth. Daikokuya...,2019-04-07 16:05:32
76,Daikokuya Little Tokyo,iSZpZgVnASwEmlq0DORY2A,4,"This ramen is really good, but it's not the best I had. I wish I got to try other spots, but this will not disappoint if you want some ramen. 
One thing I...",2019-04-08 19:09:59
77,Daikokuya Little Tokyo,iSZpZgVnASwEmlq0DORY2A,4,My friends and I were extremely hungry for some good ramen and one of us has suggested to come to Daikokuya at Little Tokyo. There is a lot of street...,2019-04-03 21:57:37
78,Perch,K-Fbh2WCHlqR56H9TnfpNA,4,"Parking: There are paid lots $10+ and metered street parking.

Came in on a Saturday for lunch after a half days work and totally forgot it was a...",2019-04-09 00:16:39
79,Perch,K-Fbh2WCHlqR56H9TnfpNA,4,"Birthday brunch held at the Perch is a delicious idea! Definitely make sure to get a reservation, otherwise your wait time might start to resemble a...",2019-04-07 21:37:55
80,Perch,K-Fbh2WCHlqR56H9TnfpNA,2,"Vegan Meal Disappointment!! 

If you're vegan...stick to the cocktail menu!! 

Came here for a bday party last night and the restaurant was told I was...",2019-04-07 07:53:45
81,My Two Cents,30jrTz8vh1xSXdtXMvt-mA,5,I've recently been introduced to the concept of peak-end theory. It basically postulates that if you create an experience with a memorable peak and a...,2019-04-01 14:56:59
82,My Two Cents,30jrTz8vh1xSXdtXMvt-mA,4,This a cute little black owned restaurant that has been on my list of places to visit for awhile so while I was in the area I decided to stop by. They offer...,2019-04-03 20:14:00
83,My Two Cents,30jrTz8vh1xSXdtXMvt-mA,5,Yes to this place!!  Soul food remixed with culinary genius !! The oxtail tacos were stellar and the grilled pork chops jerk style served over a bed of...,2019-03-06 19:47:10
84,Jokbal 1030,fF8g2rPfFHsX-AMtU7JMjQ,5,I work in downtown and wanted it delivered to our office. It arrived on time by their delivery service and packaged very nicely and neatly which was a...,2019-03-22 12:55:40
85,Jokbal 1030,fF8g2rPfFHsX-AMtU7JMjQ,3,"New jokbal place in Ktown at Chapman plaza. Since they have a 5-star review on the yelp page with lots of great comments, I decided to try this new place...",2019-03-31 09:59:53
86,Jokbal 1030,fF8g2rPfFHsX-AMtU7JMjQ,5,"If you are into Jokbal (pig feet) this is the real deal. Thus jokbal is pretty much the best place in ktown. 

When me and my friend walked in, the place...",2019-03-20 20:44:37
87,Yuk Dae Jang,3C2wUqSkpY4-N0O5ArVjwQ,5,I came on a Saturday for lunch and this place was packed! My party of 5 snagged the last open table. I ordered the tofu yuk dae jang and shared an order of...,2019-04-03 16:23:42
88,Yuk Dae Jang,3C2wUqSkpY4-N0O5ArVjwQ,4,"Yoo yes! The yukgaejang here is legit! The broth is so packed with meat flavor, the first sip has you going for more right away. They add plenty of meat and...",2019-04-07 16:54:00
89,Yuk Dae Jang,3C2wUqSkpY4-N0O5ArVjwQ,4,"A wonderful dining experience because 
1.  There's a few blocks in Korea town where access and parking are impossible, this place is NOT in it!  It's a bit...",2019-03-26 11:25:26
90,Langer's,qCJ2LFfNbXYBIcjXNva1cA,5,A wonderful lunch today af Langers.  Today I had the #54 instead of my usual #19. It was a pastrami and corned beef sandwich that was packed with delicious...,2019-04-06 13:30:03
91,Langer's,qCJ2LFfNbXYBIcjXNva1cA,5,"PASTRAMI TO DIE FOR!!!!

I recommend the Pastrami Chili Cheese Fries. It's shareable!!!! the fries are served hot and crispy. The chili, pastrami and cheese...",2019-04-04 14:58:57
92,Langer's,qCJ2LFfNbXYBIcjXNva1cA,4,"As a New Yorker, I needed to try out a place that could challenge Katz Delicatessen. This place is awesome! Its got that classic old school pastrami...",2019-04-02 19:44:25
93,Wurstküche,KQBGm5G8IDkE8LeNY45mbA,5,Need to come back here soon. Today is my second time coming here and these hotdogs are pretty damn good. I never expected them to have the choices they...,2019-03-27 22:37:09
94,Wurstküche,KQBGm5G8IDkE8LeNY45mbA,4,"Beer, sausage, and Belgian-style fries. What more can you ask for?

Honestly my experience with hot dogs has been limited to $1.50 Costco dinners and Fourth...",2019-04-06 00:47:19
95,Wurstküche,KQBGm5G8IDkE8LeNY45mbA,4,"I have so much love for the Arts District and this is just another reason to add to the list.   Vegan sausages and amazing German Beer. 
 It is set up kinda...",2019-03-27 19:34:22
96,Cleo,CV0KQ5WpplP2hmzMFtjlgQ,5,"Long overdue review, but here it goes! 

Came here. For my friends birthday dinner 2 years ago, yep it's old one. Was saving the pictures for my food blog...",2019-01-20 11:22:04
97,Cleo,CV0KQ5WpplP2hmzMFtjlgQ,3,"Great atmosphere and decent service. However, for price, dishes were overall too oily and salty for my taste. 

Really wanted to love it more, but after...",2018-12-10 21:04:46
98,Cleo,CV0KQ5WpplP2hmzMFtjlgQ,5,"Couldn't wait for them to reopen!!!!
I have missed this place sooo much. Hope the have been able to keep the excellent staff and crew!",2019-04-02 21:07:29
99,Pine & Crane,ohosmz6FXVAeoW5nUkYwng,5,"This has been my favorite establishment since it opened several years ago. I even ended up working here for a year I loved it so much. Staff is friendly,...",2019-04-04 13:11:43
100,Pine & Crane,ohosmz6FXVAeoW5nUkYwng,4,"I love eating with large groups because it means getting to try more of the menu! 

My favorites: Dan dan noodles, panfried pork buns, spicy shrimp wontons,...",2019-04-01 11:04:37
101,Pine & Crane,ohosmz6FXVAeoW5nUkYwng,5,I've bookmarked Pine & Crane for a while and am so happy I was finally able to try here. The dishes really exceeded my expectations and does live up to it's...,2019-03-28 14:27:21
102,Hoy-Ka Thai Restaurant,BzmbRSKGs56Yw2w2R12khw,5,"Great service, had it to go. Very quick.
Had the pork prik king, spicy! How I wanted it.
Very flavorful.",2019-03-28 11:12:37
103,Hoy-Ka Thai Restaurant,BzmbRSKGs56Yw2w2R12khw,3,"3.5 stars, but rounded down, because the meats didn't taste that fresh. 

We came here on Friday night after following some Eater recommendations for best...",2019-04-08 19:21:59
104,Hoy-Ka Thai Restaurant,BzmbRSKGs56Yw2w2R12khw,2,"Was about to give this place four stars, but I thought about it, and there's just one MAJOR beef I just cannot overlook, but we can get to that later.

I...",2019-04-07 04:19:04
105,The Little Door,OVYbBxiA-MFNE3wSKlSlgg,5,My husband and I came here last weekend to celebrate our anniversary. My sister was available to baby sit our daughter so we were free to go out. To be...,2019-03-28 02:56:15
106,The Little Door,OVYbBxiA-MFNE3wSKlSlgg,1,This is probably my least favorite place to dine for french food. The food was mediocre at best with other restaurant in the area despite the glowing...,2019-02-19 16:34:56
107,The Little Door,OVYbBxiA-MFNE3wSKlSlgg,5,"I came here recently for a nice dinner with my loved one and LOVED the place. The decor/ambiance is romantic and beautiful without being gaudy, and the...",2019-02-19 09:31:08
108,Bottega Louie,TkFEKhsCixPWlShULKvMdQ,5,"Delicious hand made dishes. Great service and atmosphere. I always love it when you can see the food being prepared. 

All of our dishes were wonderful. Our...",2019-04-07 13:13:56
109,Bottega Louie,TkFEKhsCixPWlShULKvMdQ,5,We got the friendliest staff ever. We got into an issue with another customer while dining and our waitress and manager made sure we were safe and having a...,2019-04-06 15:42:49
110,Bottega Louie,TkFEKhsCixPWlShULKvMdQ,4,"Everyone from the staff and the clientele looks so pretty in here, but I'm here to talk about food right? We ordered the tagliatelle bolognese, Linguini and...",2019-04-05 09:26:19
111,Dumpling House,WjuO8PhtqINeWqm-ei8NQA,5,"These are the best dumplings I've ever had. Everything is great, but the king size buns are the crown jewel. The owners are friendly and the prices...",2019-03-28 15:23:24
112,Dumpling House,WjuO8PhtqINeWqm-ei8NQA,5,"I love dumplings, so this was the perfect place for me.

I brought a friend here while she was visiting LA. It was a weekday, so there were only a few other...",2019-03-23 18:18:09
113,Dumpling House,WjuO8PhtqINeWqm-ei8NQA,5,What can I say that hasn't been said yet? Husband/wife super team doing what they love. And what they love is dumplings. The variety and quality they offer...,2019-03-11 08:58:52
114,Gogobop Korean Rice Bar,F64dimaPmt7_imQ4s2yGow,5,"Cute convenient quick for grab food! Yummy and worth the money.

Taste: fresh ingredients and very tasty food. The meats are delicious, and side dishes are...",2019-03-01 18:28:03
115,Gogobop Korean Rice Bar,F64dimaPmt7_imQ4s2yGow,4,"For my first day in K-Town, LA, decided to check into this fun, trendy, little joint (small chain in LA?), featuring create-your-own-bowl rice bowls and a...",2019-04-03 16:28:26
116,Gogobop Korean Rice Bar,F64dimaPmt7_imQ4s2yGow,4,To be honest. . .I have never actually been to the restaurant so this review is just on the food.  I have gotten delivery from them too many time to count....,2019-03-14 17:07:11
117,The Parker Room,g2ELNNj3M9qOMyo94fxX9Q,5,"I may be tipsy as I write this, but an excellent #lounge #bar with a great happy hour and good #food. Highly recommend! Tacos were excellent. Drinks are...",2019-02-21 19:16:31
118,The Parker Room,g2ELNNj3M9qOMyo94fxX9Q,4,"This is a great spot in Hollywood for happy hour cocktails and small bites. I've been a few times, and each time I've been very satisfied. The drinks are...",2019-03-02 08:58:32
119,The Parker Room,g2ELNNj3M9qOMyo94fxX9Q,5,Parking room is small and intimate. My friend and I stopped by on a Friday after the place next door closed. Sat at the bar and got a cocktail each. They...,2019-01-09 19:40:26
120,Grand Central Market,kF_lSWagvBreXwEpCMdHhQ,5,"Such a nice place to stop if you're downtown and exploring on a date or something!

Highly recommend the carnitas spot next to eggslut. They give you a free...",2019-04-05 09:11:47
121,Grand Central Market,kF_lSWagvBreXwEpCMdHhQ,4,"I lived In LA all my life and this is my first time going to grand central market. 

My husband and I first tried Tacos Tumbras a Tomas. These tacos where...",2019-04-06 18:17:24
122,Grand Central Market,kF_lSWagvBreXwEpCMdHhQ,4,This place is HUGE. There are so many great vendors and so many great different types of foods here. I used to live in LA but never had a chance to visit...,2019-04-06 12:29:24
123,Philippe the Original,AxPJlSxkCJVJk3sSTL_8OA,5,"I have been coming here for decades and they have always been consistent and yummy. 
The double dipped beef sandwich, with an ice tea and a bag of Fritos...",2019-04-07 09:58:15
124,Philippe the Original,AxPJlSxkCJVJk3sSTL_8OA,4,"I heard about Philippe the Original and decided to try it for dinner last night.
It is such a quaint place and its actually OVER 100 YEARS OLD !

It felt...",2019-04-04 09:20:37
125,Philippe the Original,AxPJlSxkCJVJk3sSTL_8OA,5,"What can you say about Phillippe the Original that hasnt already been said.

you will NOT be let down, ever

this is the place to go for French Dip",2019-04-03 13:07:02
126,Blu Jam Café,ki5SNb4Lli6uOklz6BXXGw,5,"Cannot believe have lived in the LA area for 35 years ..and never found the Blu....went for Sunday breakfast.  The meal, service, ambience...all...",2019-04-04 02:46:56
127,Blu Jam Café,ki5SNb4Lli6uOklz6BXXGw,3,"I normally don't let myself be persuaded by crowds but every time I drove by this place it had tons of people waiting and then with over 4,000 reviews and 4...",2019-04-01 12:48:55
128,Blu Jam Café,ki5SNb4Lli6uOklz6BXXGw,5,So I literally found out about this place because of someone I follow on You tube. (Shout out to Aysha  Harun) she gave this place great reviews.  So I...,2019-03-31 20:59:14
129,Open Sesame,CTFZnhYe6t2tLv_NLHiE-w,5,A little piece of Mediterranean heaven right next to one of the busiest streets in LA. I would almost call it an oasis. When I walked in on a Wednesday...,2019-03-20 15:20:45
130,Open Sesame,CTFZnhYe6t2tLv_NLHiE-w,4,"Open sesame was a great find. 
The food was yummy the servers were very polite and the place had a fun vibe. 

Our only negative experience was due to the...",2019-03-16 14:53:58
131,Open Sesame,CTFZnhYe6t2tLv_NLHiE-w,5,"My sister and I were in a bit of a hurry after visiting the La Brea Tar Pits and thought maybe this place would be fairly quick, and it was. The service was...",2019-02-27 17:19:23
132,Guelaguetza Restaurante,IzRINfSLBr6k_dq1e2WNew,4,This is a moderately-priced Mexican restaurant with some pretty bomb food!  We had a reservation for 4 people at 11:15 AM on Saturday.  It didn't look like...,2019-04-09 01:53:16
133,Guelaguetza Restaurante,IzRINfSLBr6k_dq1e2WNew,5,"The best enchiladas and mole 
. The coloradito mole is my favorite and the flan 
The flan is a must have they have different kind",2019-04-07 15:05:17
134,Guelaguetza Restaurante,IzRINfSLBr6k_dq1e2WNew,5,"There is not one word to describe the experience eating at this location. Everything was delicious  and different  and with an eye for detail.  

With that...",2019-04-03 15:07:11
