,restaurant,restaurant_id,rating,text,time_created
22,Carousel Restaurant,Z57u3vyjkRiO5yIOkmGRNA,5,This was the first Resturant that I dined-in at since quarantine measures were eased. There was not a second where myself or anyone with me worried as they...,2020-06-27 22:41:07
23,Carousel Restaurant,Z57u3vyjkRiO5yIOkmGRNA,5,"I've ordered a lot of delivery from here during Covid, and they are consistently excellent. The kebabs are always perfectly prepared and the appetizers...",2020-11-19 15:24:37
24,Nativo,ldFmjtF8VzOdzvn-Emn_TQ,5,"Congrats, Nativo!

What a cool new spot to enter the up and coming Highland Park!  I was lucky enough to go there right before the state closed outdoor...",2020-12-07 11:22:14
25,Nativo,ldFmjtF8VzOdzvn-Emn_TQ,5,"I had to come back on their last day open before shut downs went into effect AGAIN! Went back for dinner this time, and my goodness am I glad I did! Lusiana...",2020-11-27 12:37:04
26,Nativo,ldFmjtF8VzOdzvn-Emn_TQ,5,"We're not drinkers, so we were just here for the food.  Phone and reservations were not working for us, so we just stopped by and they were able to seat us...",2020-11-26 10:24:47
27,Perch,K-Fbh2WCHlqR56H9TnfpNA,5,My girlfriends and I dined here about 3 weeks ago for dinner before Covid numbers started picking up again. Reservations were made about a week in...,2020-12-03 23:11:56
28,Perch,K-Fbh2WCHlqR56H9TnfpNA,5,This is my second time dining here and the experience was even better than the first time! We came to celebrate my besties birthday with...,2020-10-17 18:54:41
29,Perch,K-Fbh2WCHlqR56H9TnfpNA,5,"The manager Victoria reached out to me privately and went above and beyond to remedy my previous unfortunate experience.

She invited me to bring my guest...",2020-11-22 10:45:48
30,Hangari Kalguksu,h1R2iKYdm2lwukzMJvJqDw,5,I went one of the last weeks they were offering outdoor dining. We felt pretty safe given we were seated at the very end of the section with plastic...,2020-12-07 21:00:57
31,Hangari Kalguksu,h1R2iKYdm2lwukzMJvJqDw,5,"One of the places we've been frequenting for takeout during Covid.

I have to say, the noodles are on point.  For the kalguksu newbie, it literally means...",2020-12-03 19:46:34
32,Hangari Kalguksu,h1R2iKYdm2lwukzMJvJqDw,5,Decided to try this restaurant for my first time. Outside seating with social distanced table because of COVID. Ordered the Hot stone bibimbap(combination...,2020-10-29 02:42:18
33,Eat This Cafe,GbAZbcCR969hfa4kCQqRcw,5,"Bottomless mimosas?! Sign me uppp!!

I got a chance to try Eat This Cafe pre-COVID and it was a great experience! The line does get SUPER long though since...",2020-12-13 21:49:12
34,Eat This Cafe,GbAZbcCR969hfa4kCQqRcw,5,"ALL DAY EVERYDAY BOTTOMLESS MIMOSAS? Yes please!

That is one plus at Eat This Cafe.  But honestly, I come here for the food.  They have typical cafe food...",2020-09-26 18:54:18
35,Eat This Cafe,GbAZbcCR969hfa4kCQqRcw,5,"Love this cute brunch spot! I got takeout today and I love their salon Niçoise salad 

They also have seating outside for COVID precautions!",2020-10-22 14:43:39
36,Langer's Delicatessen,qCJ2LFfNbXYBIcjXNva1cA,5,I came here during the weekend in the afternoon and the parking was located about a block away from the restaurant. Traffic is horrendous and taking the...,2020-11-22 01:42:04
37,Langer's Delicatessen,qCJ2LFfNbXYBIcjXNva1cA,5,"Wednesday, October 28, 2020: I came here on Saturday to pick up 3 pounds of pastrami plus Swiss cheese, cole slaw, rye bread, potato salad, pickles and...",2020-10-28 15:46:21
38,Langer's Delicatessen,qCJ2LFfNbXYBIcjXNva1cA,5,Langer's is an LA institution and it's not hyperbole to say that they have some of the best pastrami ever. The pastrami is thick cut and the #19 is a...,2020-08-01 19:55:51
39,Easy Street Burgers,SLxKy00itrk-ta8r8zCzTA,5,"I've been to just about every burger joint in the last 11 years here in Los Angeles, and besides the infamous father's office burger, this is hands down the...",2020-09-26 23:49:12
40,Easy Street Burgers,SLxKy00itrk-ta8r8zCzTA,5,"Love the burgers here! Top quality every time! A little slower than most fast food restaurants, but worth the wait! A favorite go-to for delivery because...",2020-07-28 22:13:57
41,Easy Street Burgers,SLxKy00itrk-ta8r8zCzTA,5,"A few months ago this place opened up around the corner of my apartment and I'm glad they did.

The quality of the burgers is on par with the established...",2020-07-11 19:23:10
42,Dirt Dog,0z23Jk7U_MpvtqKINPL2fA,5,The best hot dogs I've ever eaten that's for sure! My fiancé went to USC so we went to check out this place. It's located in a shopping center with VERY...,2020-11-03 00:23:13
43,Dirt Dog,0z23Jk7U_MpvtqKINPL2fA,5,"Our boys wanted to stop here for hot dogs. So glad we did stop here. The hot dogs were the best we've ever had. We had a patty melt hot dog, which was...",2020-11-23 11:00:23
44,Dirt Dog,0z23Jk7U_MpvtqKINPL2fA,5,"Looking at the menu, we thought this place would be too overwhelming as I love a simple hot dog with just ketchup, mustard and relish. We ordered several...",2020-11-02 10:01:33
45,BROKEN MOUTH | Lee's Homestyle,CcqraT0cuGKYEcZ1ri_kxg,5,"It took us far too long to get back here, but I'm happy to report that it is every bit as tasty and satisfying as it was before the pandemic! 

To-go...",2020-12-13 20:09:36
46,BROKEN MOUTH | Lee's Homestyle,CcqraT0cuGKYEcZ1ri_kxg,5,This spot is amazing...had to come back here one last time before I left LA. The garlic butter shrimp is always a hit!!! Not to mention that the owner is...,2020-12-13 13:23:39
47,BROKEN MOUTH | Lee's Homestyle,CcqraT0cuGKYEcZ1ri_kxg,5,This was our first time trying this place after hearing good things about it.  Definitely exceeded our expectations and the customer service was great.  The...,2020-12-08 10:37:34
48,Osteria Mamma,rr-hXB0ZqXLzUP97yftp0g,5,"One of our favorite Italian spots in LA! They have one of our favorite wines, the Trebbianno. It is great with all dishes, very smooth, and great texture,...",2020-09-27 10:45:32
49,Osteria Mamma,rr-hXB0ZqXLzUP97yftp0g,5,"It has been awhile since I've yelped, and I am thrilled to say that this Italian eatery was our first dine-in since stay-at-home order due to COVID19 had us...",2020-06-24 21:11:07
50,Osteria Mamma,rr-hXB0ZqXLzUP97yftp0g,5,"We went here when restaurants first opened back up in LA. They were good at observing social distancing rules and had other good safety measures. 

I got...",2020-07-04 08:21:30
51,Pasta Sisters,AIhWsp8yNfKZfaX9d9Yajg,5,"Amazing, amazing pasta, folks. I've heard about Pasta Sisters for years! On pasta lists of LA and foodies'' social media alike. I first went to Pasta...",2020-11-09 18:14:49
52,Pasta Sisters,AIhWsp8yNfKZfaX9d9Yajg,5,"-Ordered Takeout During COVID & Dined In Before COVID-

I love Pasta Sisters for their concept. & It took some time to appreciate what they're doing. 

I'm...",2020-09-11 17:07:04
53,Pasta Sisters,AIhWsp8yNfKZfaX9d9Yajg,5,I wanted to update my review for the quarantine edition for Pasta Sisters.  I love Pasta Sisters and have gone here numerous times.  I had a sudden craving...,2020-08-10 10:36:22
54,Guelaguetza Restaurante,IzRINfSLBr6k_dq1e2WNew,5,"I'm a day late for #ThankfulThursday, but I needed to give Guelaguetza a shout-out for getting my household through the pandemic with delicious at-home...",2020-11-20 10:39:23
55,Guelaguetza Restaurante,IzRINfSLBr6k_dq1e2WNew,5,"Thank you Guelaguetza for allowing us to get our at-home mole fix during COVID-19. Yeah, you can def go and order takeout, but we've been enjoying their...",2020-07-20 13:38:57
56,Guelaguetza Restaurante,IzRINfSLBr6k_dq1e2WNew,5,"First time visiting this location but they did not disappoint. The food was fresh, hot and ready when I pulled up for my curb side order. They were...",2020-09-19 16:37:54
57,Pink's Hot Dogs,drtTr9Mxv4mv_AjZ4gvq5A,4,"I remember this being the place college and foodies would post. Years later I finally had the chance to check it out.

AMBIANCE:
Parking: Street parking and...",2020-12-08 09:48:57
58,Pink's Hot Dogs,drtTr9Mxv4mv_AjZ4gvq5A,4,So I goofed and ate my food before taking a picture. This is a classic dog. Take any high and fancy expectations and toss them to the side. This is classic...,2020-10-31 11:53:40
59,Pink's Hot Dogs,drtTr9Mxv4mv_AjZ4gvq5A,4,"Famous, family-owned business. Started in 1939 as a hot dog cart! Make sure you check out all the signed celebrity photos inside.

LINE: As a result,...",2020-09-29 17:43:09
60,Papi Tacos & Churros,vdA6RxwC8wrCrza0FSAt-w,5,"I've been wanting to come here for a while now and I'm more than glad that I did ~ it's my first time trying birria tacos and I gotta say, the OG plate is a...",2020-11-21 02:00:51
61,Papi Tacos & Churros,vdA6RxwC8wrCrza0FSAt-w,5,"Just realized after going here sooooo many times that it's just called 'Papi' and our damn selves have been saying 'Papis' this whole time lol

Well Papi,...",2020-09-17 22:42:18
62,Papi Tacos & Churros,vdA6RxwC8wrCrza0FSAt-w,5,"YUM YUM YUM!!! PAPI!!! Just a few minutes away from home, I FINALLY (and I mean, long-over-due-finally) paid a visit to the bright orange building... Papi...",2020-05-24 22:59:58
63,Yup Dduk LA,DrToq9357afdpOyO5w0Y5w,5,"I have had ttekboki from a few places around LA but finally decided to get some from here and take it home during covid times. 

This is easily the best...",2020-10-09 15:27:59
64,Yup Dduk LA,DrToq9357afdpOyO5w0Y5w,5,"Huge portions! Really worth your money, even for takeout during COVID-19. It comes with ginger to help with the spice. I ordered the Mild Yupp O with extra...",2020-10-25 12:08:29
65,Yup Dduk LA,DrToq9357afdpOyO5w0Y5w,5,"I have been going here regularly for the past few years, each time a delightful experience, but tonight, my boyfriend made a fateful mistake and got Mild...",2020-09-18 21:12:38
66,Cannabis Cafe,qCrSlf_TSVxITOYIBXGdJQ,4,"3.5 stars, rounded to 4.

I went here with two of my cousins to check it out; it's been on our radar for quite some time, and with one of us coming in from...",2020-05-26 11:13:34
67,Cannabis Cafe,qCrSlf_TSVxITOYIBXGdJQ,4,"The parking area smells like an Alaska rainstorm on the island of Maui. Going to need to check the menu and check whether they ""took"" my marijuana sauce...",2020-09-02 04:13:42
68,Cannabis Cafe,qCrSlf_TSVxITOYIBXGdJQ,3,"Food: The food was okay, it wasn't something to blow your mind. We ordered street corn, wings, & corn dogs. The street corn was pretty tasty but could be...",2020-08-26 01:09:05
69,Pine & Crane,ohosmz6FXVAeoW5nUkYwng,5,"I've waited too long to dine here. 

Due to the pandemic and recent changes to outdoor dining, we had to order a take-out meal and it was still SO tasty!!...",2020-11-28 18:34:16
70,Pine & Crane,ohosmz6FXVAeoW5nUkYwng,5,"Tasty food for a decent price point! They also have an outdoor area now, very spacious and COVID compliant. 

We ordered:
- shrimp wonton - yum. it was both...",2020-10-18 21:27:10
71,Pine & Crane,ohosmz6FXVAeoW5nUkYwng,5,"BEST restaurant in Silverlake, and one of my FAVORITE restaurants in LA. If you've never been, Pine & Crane's a Michelin guide restaurant with very...",2020-10-18 20:47:59
72,Woo Hyang Woo,UaxSpacBpGQrXv9Cytai2A,5,"Like me, Woo Hyang Woo is relatively new to LA.  I passed by a few times during the day and saw a lovely wine bottle situation in the window, so I decided...",2020-12-01 13:13:08
73,Woo Hyang Woo,UaxSpacBpGQrXv9Cytai2A,5,"Not your average KBBQ!

Although Ktown has no shortage of kbbq options, even during these covid times, Woo Hyang Woo offers a fresh and fun twist to this...",2020-10-24 12:47:48
74,Woo Hyang Woo,UaxSpacBpGQrXv9Cytai2A,5,"Basically a wine bar with a quality steak choice but with a Korean flare.
Pricy but cheaper than Dtla so I would go here instead of Dtla.

I was here...",2020-10-15 11:44:44
75,Versailles,QRp8xguSU7XeXH72LDnRFw,5,"To be honest I have eaten here twice. Both times I have loved the food so my 5 star review is off of the food. 

The chicken ... OMG it is sooooooo good!...",2020-08-17 21:32:40
76,Versailles,QRp8xguSU7XeXH72LDnRFw,4,This Cuban spot is one I love going to. The first one I've been to was actually in Miami and the one here is great too! The Cuban sandwich is definitely a...,2020-10-24 22:52:48
77,Versailles,QRp8xguSU7XeXH72LDnRFw,5,Has been such a great experience during Covid19. I've ordered three times. (the famous garlic chicken plate - comes with beans rice plantains ...half a...,2020-06-16 20:02:22
78,Crispy School,SqWYLEwZxJY7Et8w24lzjw,5,"Pros: 
- Their burgers are delicious! It's a mixture of quantity and quality that you will never regret. 
- The people that work there are very friendly....",2020-11-22 15:04:02
79,Crispy School,SqWYLEwZxJY7Et8w24lzjw,5,"Got take out from this place for dinner. 

It was amaaaaazing!! My husband and I both got the galbi burger, spicy for me and mild for him. The spicy level...",2020-11-04 20:57:02
80,Crispy School,SqWYLEwZxJY7Et8w24lzjw,5,"Cute little spot just a few blocks from my new apartment!

The food and customer service here are amazing. Will definitely be making this one of my regular...",2020-10-22 23:54:59
81,Lobster & Beer,VzHJuws0xqcqDe5D9vNRUw,5,"I came back for the clam chowder and lobster grilled cheese. They are normally pretty quick about their meals so it's ready before the pickup time. 

When I...",2020-12-06 17:10:48
82,Lobster & Beer,VzHJuws0xqcqDe5D9vNRUw,5,"This is a COVID delivery review:

I ordered delivery for the first time from here on Black Friday and was so happy with the quality and price.

Free...",2020-11-30 14:46:31
83,Lobster & Beer,VzHJuws0xqcqDe5D9vNRUw,5,"I'm surprised I don't have a review, been coming here pre-COVID and loved it then and still love it.  One of the few restaurants that didn't raise prices...",2020-11-02 09:01:36
84,JOEY DTLA,_n0fEUZdbkLOimHz_IXkiQ,5,"Awesome location and top-notch restaurant. Amazing staff, all attentive and professional. Went during COVID and it was very well put together. Our waitress...",2020-11-30 17:29:43
85,JOEY DTLA,_n0fEUZdbkLOimHz_IXkiQ,5,"Joey is always my go to spot especially for a nice date night. Not only is the food amazing but the drinks are exceptional. 

Some food items I'd recommend...",2020-09-11 13:53:41
86,JOEY DTLA,_n0fEUZdbkLOimHz_IXkiQ,5,If you're in the downtown are of Los Angeles and you're overwhelmed by the many choices of restaurants and just want a solid dinner experience...well you've...,2020-10-18 20:35:05
87,Myungrang Hot Dog-California Market LA,pjh40JY5YwWeV8aKhkXERg,5,"My favorite little snack corner in Sawtelle! Highly recommended for when you want a filling, salty, sweet, crunchy snack that is sure to fix your craving!...",2020-12-14 14:07:33
88,Myungrang Hot Dog-California Market LA,pjh40JY5YwWeV8aKhkXERg,5,"One million reviews and counting, but had to add my two cents to this Korean-street-food version of the lowly corn dog.  Who's hungry?

Located high above...",2020-11-09 10:40:30
89,Myungrang Hot Dog-California Market LA,pjh40JY5YwWeV8aKhkXERg,5,If you like hot dogs...this is a MUST TRY. I went to the K-town LA California Market location on 5th and Western. There are many locations. This one is on...,2020-06-21 11:36:16
90,Angry Chickz,mcHP3IfI1b7bXJZKD6PLHA,5,I've tried many fried chicken places and Angry Chickz is my go-to place! They are extremely welcoming when ordering for pick up & keep the place very clean....,2020-08-31 13:39:32
91,Angry Chickz,mcHP3IfI1b7bXJZKD6PLHA,5,"Pros:
Parking behind restaurant 
Clean
Friendly employees!
Simple but appetizing menu options
Price is amazing
Large serving portions
Clean bathroom

Cons:...",2020-07-16 00:42:44
92,Angry Chickz,mcHP3IfI1b7bXJZKD6PLHA,5,"I love fried chicken more than anybody I know and angry chickz never disappoints. Their sauce is delicious, the pickles on the sandwich are phenomenal,...",2020-05-17 21:46:29
93,Morrison Atwater Village,DJek3FUewBzMc0gS-Gms9w,5,"Top 10 Burgers in LA.  CERTIFIED by Monsee 

I don't know where to begin.  That's not true at all but it felt like the way a good review should start.  The...",2020-10-22 19:48:08
94,Morrison Atwater Village,DJek3FUewBzMc0gS-Gms9w,5,This lovely restaurant is delivering and providing take out orders during the COVID crisis. Support a local place that deserves to survive the pandemic! I...,2020-12-07 19:21:43
95,Morrison Atwater Village,DJek3FUewBzMc0gS-Gms9w,5,"So glad  the Morrison was open during this covid epidemic, 
They're always so courteous and eager to serve, I was glad to sit outside in the new patio area...",2020-09-08 12:53:27
96,Kang Ho-dong Baekjeong,qAAoilHU25Qr45FOQlA19g,5,"I'm a huge fan of Baekjeong and I've been here many times, the meat quality is impeccable and this place still remains to be my favorite kbqq joint! This...",2020-12-06 21:29:42
97,Kang Ho-dong Baekjeong,qAAoilHU25Qr45FOQlA19g,5,Had an amazing outdoor dining experience here the other day (and we got to grill some of our own meats!). Baekjeong is an authentic KBBQ...,2020-11-20 14:22:00
98,Kang Ho-dong Baekjeong,qAAoilHU25Qr45FOQlA19g,5,"Just adding another 5 star to the list. KHDB definitely deserves it from the food, service, atmosphere. Came at lunch for outdoor dining and it was awesome....",2020-11-10 08:00:07
99,Hae Jang Chon Korean BBQ Restaurant,JYGPEUZy4k5ObXGIjcD3DA,5,"What a delight. 

We decided to treat ourselves since we're about to go on lockdown and they're about to take away outdoor dining again. KBBQ is one of the...",2020-11-23 12:45:19
100,Hae Jang Chon Korean BBQ Restaurant,JYGPEUZy4k5ObXGIjcD3DA,5,"Hae Jang Chon is my absolute favorite Korean BBQ restaurant!! They have such tasty sides, and amazing, high quality meat. I haven't been able to go all year...",2020-11-14 17:25:06
101,Hae Jang Chon Korean BBQ Restaurant,JYGPEUZy4k5ObXGIjcD3DA,5,"27.99 for Lunch AYCE
29.99 for Dinner AYCE

LEGIT because there aren't any levels like at some other places... for the full price you pay, you can get...",2020-11-09 20:48:18
102,My Two Cents,30jrTz8vh1xSXdtXMvt-mA,5,"Update! It's quarantine and we got some delivery. Man it was amazing! Excellent quality and care with the food. 


Some of the sweetest staff. They have a...",2020-05-02 17:30:21
103,My Two Cents,30jrTz8vh1xSXdtXMvt-mA,5,My Two Cents is a Louisiana soul food restaurant on Pico Boulevard that has had to close it's indoor dining using the sidewalk outside the restaurant and...,2020-10-25 08:26:04
104,My Two Cents,30jrTz8vh1xSXdtXMvt-mA,5,"WOW. If you are looking for some southern comfort food, this is there place to go! My partner and I got takeout from My Two Cents and it was absolutely...",2020-07-08 09:28:11
105,Yuk Dae Jang,3C2wUqSkpY4-N0O5ArVjwQ,5,"While strolling through New York City in the dead of winter, we popped into a Korean restaurant that served Yuk Gae jang. The soup consist of bone or beef...",2020-11-27 15:22:55
106,Yuk Dae Jang,3C2wUqSkpY4-N0O5ArVjwQ,5,The yuk gae jang soup was the best! Ordered it for take out on a Wednesday afternoon. I wish it could be extra spicy as the original flavor is not spicy...,2020-11-18 18:17:35
107,Yuk Dae Jang,3C2wUqSkpY4-N0O5ArVjwQ,5,"{Take-Away Review} 
Food (5/5): Their Yuk Gae Jang Soup is an absolute must-try. It says spicy but it isn't really spicy for my spice lovers. The brisket is...",2020-11-14 20:50:03
108,Mario's Peruvian & Seafood,Fb3WueRF1ekhs72psinq5w,5,"By far, my favorite Peruvian restaurant. While it doesn't look like much, the food is the star.  I always order the Saltado de Camaron and it never...",2020-10-30 19:08:01
109,Mario's Peruvian & Seafood,Fb3WueRF1ekhs72psinq5w,5,"I absolutely love Mario's Peruvian, best lomo saltado in Los Angeles. Pre- COVID I would eagerly wait up to an hour to be seated because the food was  that...",2020-11-05 14:29:27
110,Mario's Peruvian & Seafood,Fb3WueRF1ekhs72psinq5w,5,"Great as always! POST-COVID review : place your phone orders 1 hour earlier as my wait on a Friday night was an hour for pick up. Ordered 3 lomo saltado, 1...",2020-09-06 12:32:47
111,Simpang Asia,qDmJaJjLtjcB4Evd-VCbNA,5,"Ordered takeout multiple times during covid and we had great experience every single time. 

They are very organized with their orders, the tables are...",2020-12-07 19:41:14
112,Simpang Asia,qDmJaJjLtjcB4Evd-VCbNA,5,"I appreciate having the option of delivery from my favorite restaurants during Covid 19, especially when they are a small one location operation like...",2020-10-29 11:55:41
113,Simpang Asia,qDmJaJjLtjcB4Evd-VCbNA,5,"WOW! This was my first experience with Indonesian food and it was fantastic.

They are doing outdoor dine in during covid so my friend and I came for lunch....",2020-08-01 19:03:13
114,El Cochinito Restaurant,7s6lIJrg0EMfHYG6tYTMqg,5,"If your looking for an authentic Cuban spot this is your place. A hole in the wall off of Sunset, bringing you a Miami Calle Ocho vibe with an authentic...",2020-09-18 15:30:28
115,El Cochinito Restaurant,7s6lIJrg0EMfHYG6tYTMqg,5,"Diablo, Coño! Que vaina ma' buena!

I'm not big on christmas but when I take a bite of the lechon my entire life flashes before my eyes and I have an...",2020-07-30 14:19:46
116,El Cochinito Restaurant,7s6lIJrg0EMfHYG6tYTMqg,5,"Where do I begin...  first off, we absolutely love this place and their food and service.   I literally dance when I start eating it.  Tonight, our Doordash...",2020-07-10 20:07:54
117,Haidilao Hot Pot,rfVUBEy2i9aHsKjsJbqZwA,5,Really delicious new hot pot place in the Century City mall! For now they've converted the entire balcony in front of them into an outdoor eating area....,2020-11-18 18:36:20
118,Haidilao Hot Pot,rfVUBEy2i9aHsKjsJbqZwA,5,I've been looking forward to Haidilao opening a location in the Century City Mall since they started advertising about a year ago and I decided to try them...,2020-11-15 15:54:53
119,Haidilao Hot Pot,rfVUBEy2i9aHsKjsJbqZwA,5,"If I could give this Haidilao location more stars, I would. The service here is amazing!! With the pandemic, all the hotpot dining is outdoors using...",2020-10-11 14:05:19
120,Sichuan Impression,alBO2iwK6ilrykLvtSlNtg,5,"Pre-Covid, my co-workers and I would dine here at least twice per month, as it is one of the few authentic Chinese restaurants on the Westside - I think...",2020-07-19 19:46:52
121,Sichuan Impression,alBO2iwK6ilrykLvtSlNtg,5,"Delicious highly recommend, especially their chicken was amazing!!
Friendly ans safe during covid, the staff was taking all the precautions to make it a...",2020-11-29 18:27:57
122,Sichuan Impression,alBO2iwK6ilrykLvtSlNtg,5,"Came here before COVID hit LA. Location is in a little strip mall type place. Atmosphere is nice, clean, servers were attentive. Got the twice cooked pork...",2020-05-05 15:59:37
123,Holy Basil,gX802b6PyS51OjFrXacWfA,5,"After trying Holy Basil for the first time on Wednesday I found myself back here on Thursday .. debating on pushing a third day quite honestly. 

Great...",2020-12-11 10:50:58
124,Holy Basil,gX802b6PyS51OjFrXacWfA,5,"I'm not a cool world traveler or anything but gosh darn this food was great! It's as close to getting a home-cooked meal as one can find from takeout!

I...",2020-12-06 18:34:10
125,Holy Basil,gX802b6PyS51OjFrXacWfA,5,"Authentic Bangkok street food. Everything was delicious. Staff was kind and fast. We will be adding ""Holy Basil"" to our regular take-out repertoire.",2020-11-28 20:23:06
126,Yuko Kitchen,23Qrcz2i9e2e8MstUIIO0A,5,"Amazing pre-Covid; still amazing post-Covid! The food here is light and fresh, and the portions are surprisingly sizable and balanced. Perfect for takeout,...",2020-11-06 22:40:29
127,Yuko Kitchen,23Qrcz2i9e2e8MstUIIO0A,5,Omg IM OBSESSED with this place. My friends have been raving about it for ages and I'm soo happy I finally tried it. The mint lemonade is Too die for. And...,2020-09-30 19:43:16
128,Yuko Kitchen,23Qrcz2i9e2e8MstUIIO0A,5,"One of our favorite spots! Spicy tuna bowl and the garlic albacore bowl are our go-to's, we always grab a strawberry matcha chocolate chip cookie too. We've...",2020-10-31 20:29:27
129,Dave’s Hot Chicken,iz9FDLvrjgleo_cGm2w94A,5,"Called in today for the first time. 
We ordered quickly and sat down outside to wait. Unfortunately there seemed to be an influx of large orders/take...",2020-10-18 15:11:43
130,Dave’s Hot Chicken,iz9FDLvrjgleo_cGm2w94A,5,The chicken is absolutely absurd. Best I've had in LA. Picked up during covid and it was super clean and easy. 100% getting this often. Two slider meal is a...,2020-10-06 12:37:59
131,Dave’s Hot Chicken,iz9FDLvrjgleo_cGm2w94A,5,I'm addicted! I love the ambience and set up! The food is delicious. I love that they have a separate area for food pick up. @staff Keep up the good work!!,2020-09-10 20:15:35
132,Stevie's Creole Cafe,EKrVpJqTXBjbbJPgHusibQ,4,"Outside of N'awlins, Stevie's Creole Cafe is my favorite place to go when I crave seafood gumbo, shrimp etoufée, or jambalaya. Stevie's is my OG creole...",2020-09-09 09:42:16
